index : 1203, Intent: smalltalk.greetings.how_are_you, Question: how about you, Answer: 1203 lovely thanks .
index : 638, Intent: smalltalk.appraisal.good, Question: glad to hear it, Answer: 638 great !
index : 915, Intent: smalltalk.confirmation.yes, Question: ok yes, Answer: 915 sure .
index : 718, Intent: smalltalk.appraisal.no_problem, Question: no probs, Answer: 718 good deal .
index : 691, Intent: smalltalk.appraisal.good, Question: that is awesome, Answer: 691 terrific !
index : 962, Intent: smalltalk.confirmation.yes, Question: affirmative, Answer: 962 of course .
index : 624, Intent: smalltalk.appraisal.good, Question: that 's awesome thank you, Answer: 624 great !
index : 1211, Intent: smalltalk.greetings.how_are_you, Question: how are the things going, Answer: 1211 could n't be better .
index : 256, Intent: smalltalk.agent.clever, Question: you 're a smart cookie, Answer: 256 thank you . i try my best .
index : 25, Intent: smalltalk.agent.age, Question: i 'd like to know your age, Answer: 25 i 'm a relatively new bot but i 'm wise beyond my years .
index : 336, Intent: smalltalk.agent.good, Question: you are so lovely, Answer: 336 thanks i try .
index : 572, Intent: smalltalk.appraisal.bad, Question: that was horrible, Answer: 572 i 'm sorry . please let me know if i can help in some way .
index : 47, Intent: smalltalk.agent.answer_my_question, Question: i want you to answer my question, Answer: 47 i 'm not programmed for that exact question . try asking another way ?
index : 106, Intent: smalltalk.agent.beautiful, Question: you are so handsome, Answer: 106 flattery will get you everywhere .
index : 349, Intent: smalltalk.agent.good, Question: you are amazing, Answer: 349 i 'm glad you think so .
index : 55, Intent: smalltalk.agent.answer_my_question, Question: answer the question, Answer: 55 i 'm not programmed for that exact question . try asking another way ?
index : 940, Intent: smalltalk.confirmation.yes, Question: okay, Answer: 940 indeed .
index : 213, Intent: smalltalk.agent.can_you_help, Question: would you help me, Answer: 213 sure . i 'd be happy to . what 's up ?
index : 120, Intent: smalltalk.agent.beautiful, Question: you look pretty good, Answer: 120 flattery will get you everywhere .
index : 1362, Intent: smalltalk.user.happy, Question: i 'm happy to see you, Answer: 1362 great ! glad to hear that .
index : 1201, Intent: smalltalk.greetings.how_are_you, Question: how are you feeling, Answer: 1201 wonderful as always . thanks for asking .
index : 72, Intent: smalltalk.agent.bad, Question: you are so useless, Answer: 72 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 1405, Intent: smalltalk.user.likes_agent, Question: that 's why i like you, Answer: 1405 thanks ! the feeling is mutual .
index : 904, Intent: smalltalk.confirmation.no, Question: nope, Answer: 904 okay .
index : 1198, Intent: smalltalk.greetings.how_are_you, Question: are you okay, Answer: 1198 wonderful as always . thanks for asking .
index : 45, Intent: smalltalk.agent.answer_my_question, Question: can you answer a question for me, Answer: 45 i 'm not programmed for that exact question . try asking another way ?
index : 1364, Intent: smalltalk.user.happy, Question: i 'm happy to help, Answer: 1364 if you 're happy then i 'm happy .
index : 523, Intent: smalltalk.agent.right, Question: you are so right, Answer: 523 that 's my job .
index : 1151, Intent: smalltalk.greetings.goodmorning, Question: good morning there, Answer: 1151 good morning ! how are you today ?
index : 916, Intent: smalltalk.confirmation.yes, Question: okay that 's fine, Answer: 916 indeed .
index : 1010, Intent: smalltalk.dialog.i_do_not_care, Question: not caring, Answer: 1010 ok let 's not talk about it then .
index : 976, Intent: smalltalk.confirmation.yes, Question: please do, Answer: 976 indeed .
index : 533, Intent: smalltalk.agent.sure, Question: are you sure tonight, Answer: 533 of course .
index : 1225, Intent: smalltalk.greetings.how_are_you, Question: is everything all right, Answer: 1225 wonderful as always . thanks for asking .
index : 603, Intent: smalltalk.appraisal.bad, Question: i 'm afraid it 's bad, Answer: 603 i 'm sorry . please let me know if i can help in some way .
index : 465, Intent: smalltalk.agent.ready, Question: are you ready today, Answer: 465 sure ! what can i do for you ?
index : 1191, Intent: nan, Question: nan, Answer: 1191 nan
index : 788, Intent: smalltalk.confirmation.cancel, Question: now cancel, Answer: 788 cancelled ! let me know what i should do next .
index : 1380, Intent: smalltalk.user.here, Question: i am here, Answer: 1380 welcome back . what can i do for you ?
index : 900, Intent: smalltalk.confirmation.no, Question: apparently not, Answer: 900 okay .
index : 1284, Intent: smalltalk.greetings.whatsup, Question: what is up, Answer: 1284 not much . what 's new with you ?
index : 60, Intent: nan, Question: nan, Answer: 60 nan
index : 1030, Intent: smalltalk.dialog.sorry, Question: sorry about that, Answer: 1030 no big deal . i wo n't hold a grudge .
index : 92, Intent: smalltalk.agent.be_clever, Question: be smart, Answer: 92 i 'm definitely working on it .
index : 666, Intent: smalltalk.appraisal.good, Question: splendid, Answer: 666 great !
index : 811, Intent: smalltalk.confirmation.cancel, Question: i said cancel cancel, Answer: 811 cancelled . go on with the commands !
index : 194, Intent: smalltalk.agent.can_you_help, Question: will you help me, Answer: 194 i 'm glad to help . what can i do for you ?
index : 280, Intent: smalltalk.agent.crazy, Question: are you mad or what, Answer: 280 your perception . my reality .
index : 695, Intent: smalltalk.appraisal.good, Question: that 's fine, Answer: 695 terrific !
index : 359, Intent: smalltalk.agent.good, Question: i want to let everyone know that you are awesome, Answer: 359 i 'm glad you think so .
index : 519, Intent: smalltalk.agent.right, Question: it is true, Answer: 519 that 's my job .
index : 944, Intent: smalltalk.confirmation.yes, Question: okay sounds good, Answer: 944 indeed .
index : 889, Intent: smalltalk.confirmation.no, Question: actually no, Answer: 889 i see .
index : 182, Intent: nan, Question: nan, Answer: 182 nan
index : 1106, Intent: smalltalk.greetings.bye, Question: leave me alone, Answer: 1106 see you soon !
index : 1237, Intent: smalltalk.greetings.nice_to_meet_you, Question: nice to meet you too, Answer: 1237 i think this is the beginning of a beautiful friendship .
index : 110, Intent: smalltalk.agent.beautiful, Question: why are you so beautiful, Answer: 110 flattery will get you everywhere .
index : 997, Intent: smalltalk.dialog.hug, Question: may i hug you, Answer: 997 oh . i 'm really feeling the love today .
index : 42, Intent: smalltalk.agent.answer_my_question, Question: answering questions, Answer: 42 can you try asking it a different way ?
index : 746, Intent: smalltalk.appraisal.thank_you, Question: alright thanks, Answer: 746 anytime . that 's what i 'm here for .
index : 125, Intent: smalltalk.agent.beautiful, Question: you look fantastic, Answer: 125 thank you ! what a sweet thing to say .
index : 204, Intent: smalltalk.agent.can_you_help, Question: i need you to do something for me, Answer: 204 i 'm glad to help . what can i do for you ?
index : 1315, Intent: smalltalk.user.busy, Question: i do n't have time for this, Answer: 1315 okay . i 'll let you get back to work . let me know if i can help you with anything .
index : 52, Intent: smalltalk.agent.answer_my_question, Question: answer, Answer: 52 can you try asking it a different way ?
index : 1231, Intent: smalltalk.greetings.how_are_you, Question: how are you doing, Answer: 1231 lovely thanks .
index : 545, Intent: smalltalk.agent.talk_to_me, Question: can you talk to me, Answer: 545 my pleasure .
index : 68, Intent: smalltalk.agent.bad, Question: you are useless, Answer: 68 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 507, Intent: smalltalk.agent.right, Question: you 're definitely right, Answer: 507 that 's my job .
index : 1259, Intent: smalltalk.greetings.nice_to_see_you, Question: it 's good to see you, Answer: 1259 thanks ! glad to be seen !
index : 1000, Intent: smalltalk.dialog.hug, Question: hug me, Answer: 1000 hug it out . you 'll feel better afterwards .
index : 1101, Intent: smalltalk.greetings.bye, Question: i must go, Answer: 1101 bye .
index : 183, Intent: smalltalk.agent.can_you_help, Question: i need you to help me, Answer: 183 sure . i 'd be happy to . what 's up ?
index : 137, Intent: smalltalk.agent.beautiful, Question: you 're so gorgeous, Answer: 137 thank you ! what a sweet thing to say .
index : 796, Intent: smalltalk.confirmation.cancel, Question: just stop it, Answer: 796 cancelled ! let me know what i should do next .
index : 132, Intent: smalltalk.agent.beautiful, Question: you look so well, Answer: 132 flattery will get you everywhere .
index : 80, Intent: smalltalk.agent.bad, Question: you 're not very good, Answer: 80 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 1309, Intent: smalltalk.user.bored, Question: that was boring, Answer: 1309 if you have a piano play it … with mittens on .
index : 105, Intent: smalltalk.agent.beautiful, Question: you are very cute, Answer: 105 thank you ! what a sweet thing to say .
index : 1444, Intent: smalltalk.user.likes_agent, Question: but i really like you, Answer: 1444 likewise !
index : 541, Intent: smalltalk.agent.talk_to_me, Question: say, Answer: 541 my pleasure .
index : 1102, Intent: smalltalk.greetings.bye, Question: ok bye, Answer: 1102 see you soon !
index : 480, Intent: smalltalk.agent.real, Question: you are not fake, Answer: 480 i 'm not a real person but i certainly exist . i chat therefore i am .
index : 165, Intent: smalltalk.agent.busy, Question: are you working today, Answer: 165 never too busy for you . what can i help you with ?
index : 248, Intent: smalltalk.agent.clever, Question: you are really smart, Answer: 248 thank you . i try my best .
index : 307, Intent: smalltalk.agent.funny, Question: you are funny, Answer: 307 funny in a good way i hope .
index : 446, Intent: smalltalk.agent.occupation, Question: your office location, Answer: 446 right here .
index : 1376, Intent: nan, Question: nan, Answer: 1376 nan
index : 334, Intent: smalltalk.agent.good, Question: you are the best in the world, Answer: 334 thanks i try .
index : 1417, Intent: smalltalk.user.likes_agent, Question: you are special, Answer: 1417 thanks ! the feeling is mutual .
index : 849, Intent: smalltalk.confirmation.no, Question: sorry no, Answer: 849 i see .
index : 97, Intent: smalltalk.agent.be_clever, Question: study, Answer: 97 i 'm certainly trying .
index : 1619, Intent: smalltalk.user.trivia_question.tesla, Question: what music group was named after tesla ?, Answer: 1619 tesla . fkn duh .
index : 1602, Intent: smalltalk.user.trivia_question.volta, Question: who did alessandro volta marry ?, Answer: 1602 alessandro volta married teresa peregrini .
index : 737, Intent: smalltalk.appraisal.thank_you, Question: cheers, Answer: 737 it 's my pleasure to help .
index : 1041, Intent: nan, Question: nan, Answer: 1041 nan
index : 1174, Intent: smalltalk.greetings.hello, Question: hi, Answer: 1174 hey !
index : 421, Intent: smalltalk.agent.my_friend, Question: can we be best friends, Answer: 421 absolutely . you do n't have to ask .
index : 102, Intent: smalltalk.agent.beautiful, Question: i think you 're beautiful, Answer: 102 flattery will get you everywhere .
index : 434, Intent: smalltalk.agent.my_friend, Question: we are best friends, Answer: 434 of course we are .
index : 74, Intent: smalltalk.agent.bad, Question: you are so bad, Answer: 74 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 1454, Intent: smalltalk.user.likes_agent, Question: i like you so much, Answer: 1454 i like you too .
index : 937, Intent: smalltalk.confirmation.yes, Question: yes, Answer: 937 great !
index : 1023, Intent: smalltalk.dialog.sorry, Question: apologies, Answer: 1023 it 's cool .
index : 1474, Intent: smalltalk.user.misses_agent, Question: i miss you much, Answer: 1474 thanks . i 'm flattered .
index : 302, Intent: smalltalk.agent.funny, Question: you 're incredibly funny, Answer: 302 thanks .
index : 1398, Intent: smalltalk.user.likes_agent, Question: i like you very much, Answer: 1398 i like you too .
index : 1447, Intent: smalltalk.user.likes_agent, Question: you 're so special to me, Answer: 1447 that 's great to hear .
index : 1320, Intent: nan, Question: nan, Answer: 1320 nan
index : 824, Intent: smalltalk.confirmation.cancel, Question: cancel it, Answer: 824 cancelled ! let me know what i should do next .
index : 762, Intent: smalltalk.appraisal.welcome, Question: welcome here, Answer: 762 i appreciate it .
index : 733, Intent: smalltalk.appraisal.thank_you, Question: thank you that will be all, Answer: 733 it 's my pleasure to help .
index : 388, Intent: smalltalk.agent.hungry, Question: you 're very hungry, Answer: 388 i had a byte just now .
index : 235, Intent: smalltalk.agent.clever, Question: how brainy you are, Answer: 235 you 're pretty smart yourself .
index : 1344, Intent: nan, Question: nan, Answer: 1344 nan
index : 267, Intent: smalltalk.agent.crazy, Question: you are insane, Answer: 267 maybe i 'm just a little confused .
index : 305, Intent: smalltalk.agent.funny, Question: you make me laugh a lot, Answer: 305 funny in a good way i hope .
index : 914, Intent: smalltalk.confirmation.yes, Question: i agree, Answer: 914 of course .
index : 117, Intent: smalltalk.agent.beautiful, Question: you look so beautiful today, Answer: 117 thank you ! what a sweet thing to say .
index : 1308, Intent: smalltalk.user.bored, Question: i am getting bored, Answer: 1308 hold an ice cube as long as possible .
index : 673, Intent: smalltalk.appraisal.good, Question: straight, Answer: 673 terrific !
index : 249, Intent: smalltalk.agent.clever, Question: you 're a genius, Answer: 249 you 're pretty smart yourself .
index : 1176, Intent: smalltalk.greetings.hello, Question: afternoon, Answer: 1176 howdy .
index : 1160, Intent: smalltalk.greetings.goodnight, Question: okay have a good night, Answer: 1160 have a good one !
index : 71, Intent: smalltalk.agent.bad, Question: you 're the worst ever, Answer: 71 i 'm sorry you think so . i 'm constantly learning though .
index : 94, Intent: smalltalk.agent.be_clever, Question: you should study better, Answer: 94 i 'm definitely working on it .
index : 989, Intent: smalltalk.dialog.hold_on, Question: wait please, Answer: 989 i 'll be waiting .
index : 33, Intent: smalltalk.agent.annoying, Question: you annoy me, Answer: 33 sorry to come across that way .
index : 799, Intent: smalltalk.confirmation.cancel, Question: no just cancel it, Answer: 799 cancelled . go on with the commands !
index : 1270, Intent: smalltalk.greetings.whatsup, Question: what 's cracking, Answer: 1270 hey there . what 's shaking ?
index : 1361, Intent: nan, Question: nan, Answer: 1361 nan
index : 448, Intent: smalltalk.agent.occupation, Question: where do you work, Answer: 448 right here .
index : 445, Intent: smalltalk.agent.occupation, Question: do you work, Answer: 445 this is my home base and my home office .
index : 771, Intent: smalltalk.appraisal.well_done, Question: nice work, Answer: 771 glad i could help .
index : 716, Intent: smalltalk.appraisal.no_problem, Question: do n't worry, Answer: 716 good deal .
index : 1031, Intent: smalltalk.dialog.sorry, Question: apologise, Answer: 1031 it 's cool .
index : 1233, Intent: smalltalk.greetings.nice_to_meet_you, Question: it was very nice to meet you, Answer: 1233 i think this is the beginning of a beautiful friendship .
index : 0, Intent: smalltalk.agent.acquaintence, Question: tell me about your personality, Answer: 0 just think of me as the ace up your sleeve .
index : 1607, Intent: smalltalk.user.trivia_question.coulomb, Question: what is coulomb 's law ?, Answer: 1607 the definition of the electrostatic force of attraction and repulsion .
index : 1113, Intent: smalltalk.greetings.bye, Question: bye bye see you soon, Answer: 1113 bye .
index : 77, Intent: smalltalk.agent.bad, Question: you 're very bad, Answer: 77 i 'm sorry you think so . i 'm constantly learning though .
index : 84, Intent: smalltalk.agent.bad, Question: you are totally useless, Answer: 84 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 973, Intent: smalltalk.confirmation.yes, Question: of course why not, Answer: 973 great !
index : 82, Intent: smalltalk.agent.bad, Question: you are a waste of time, Answer: 82 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 457, Intent: smalltalk.agent.origin, Question: your homeland is, Answer: 457 i wish i knew where .
index : 1050, Intent: smalltalk.dialog.wrong, Question: that 's wrong, Answer: 1050 apologies . that was my mistake .
index : 676, Intent: smalltalk.appraisal.good, Question: so sweet of you, Answer: 676 great !
index : 1561, Intent: nan, Question: nan, Answer: 1561 nan
index : 1322, Intent: smalltalk.user.can_not_sleep, Question: i 'm insomniac, Answer: 1322 reading is a good way to unwind . but do n't read something too emotional .
index : 436, Intent: smalltalk.agent.my_friend, Question: i am your friend, Answer: 436 of course we are .
index : 770, Intent: smalltalk.appraisal.well_done, Question: good job, Answer: 770 my pleasure .
index : 869, Intent: smalltalk.confirmation.no, Question: no it 's not, Answer: 869 i see .
index : 644, Intent: smalltalk.appraisal.good, Question: that was pretty good, Answer: 644 great !
index : 862, Intent: smalltalk.confirmation.no, Question: no i do n't, Answer: 862 i understand .
index : 1168, Intent: smalltalk.greetings.goodnight, Question: night, Answer: 1168 sleep tight !
index : 1313, Intent: smalltalk.user.busy, Question: how busy i am, Answer: 1313 i understand . if i can help you with your work please let me know .
index : 1286, Intent: nan, Question: nan, Answer: 1286 nan
index : 1401, Intent: smalltalk.user.likes_agent, Question: i like you as a friend, Answer: 1401 thanks ! the feeling is mutual .
index : 404, Intent: smalltalk.agent.my_friend, Question: want to be my friend, Answer: 404 of course we are .
index : 1441, Intent: smalltalk.user.likes_agent, Question: no i like you the way you are, Answer: 1441 thanks ! the feeling is mutual .
index : 1318, Intent: smalltalk.user.busy, Question: i 'm working, Answer: 1318 i wo n't distract you then . if i can be of any assistance you know where to find me .
index : 1285, Intent: smalltalk.greetings.whatsup, Question: what 's happened, Answer: 1285 living the dream .
index : 104, Intent: smalltalk.agent.beautiful, Question: you look amazing today, Answer: 104 flattery will get you everywhere .
index : 609, Intent: smalltalk.appraisal.bad, Question: bad girl, Answer: 609 i 'm sorry . please let me know if i can help in some way .
index : 1536, Intent: smalltalk.user.sad, Question: i 'm grieving, Answer: 1536 i 'm sorry to hear that . what 's troubling you ?
index : 1125, Intent: smalltalk.greetings.bye, Question: you can go now, Answer: 1125 bye .
index : 688, Intent: smalltalk.appraisal.good, Question: very good, Answer: 688 great !
index : 1061, Intent: smalltalk.emotions.ha_ha, Question: ahahah, Answer: 1061 yeah i crack myself up too .
index : 826, Intent: smalltalk.confirmation.cancel, Question: cancel my request, Answer: 826 cancelled ! just tell me what you 'd like me to do next .
index : 1234, Intent: smalltalk.greetings.nice_to_meet_you, Question: pleasure to meet you, Answer: 1234 i 'm looking forward to working with you .
index : 1055, Intent: smalltalk.dialog.wrong, Question: not correct, Answer: 1055 oops . sorry about that . i 'm still learning .
index : 62, Intent: smalltalk.agent.bad, Question: you are terrible, Answer: 62 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 281, Intent: smalltalk.agent.crazy, Question: you went crazy, Answer: 281 maybe i 'm just a little confused .
index : 852, Intent: smalltalk.confirmation.no, Question: nah, Answer: 852 okay .
index : 778, Intent: smalltalk.confirmation.cancel, Question: no just cancel, Answer: 778 cancelled ! just tell me what you 'd like me to do next .
index : 1094, Intent: smalltalk.emotions.wow, Question: woah, Answer: 1094 wow indeed !
index : 238, Intent: smalltalk.agent.clever, Question: you 're really brainy, Answer: 238 thank you . i try my best .
index : 223, Intent: smalltalk.agent.chatbot, Question: are you a program, Answer: 223 that 's me . i chat therefore i am .
index : 145, Intent: smalltalk.agent.birth_date, Question: when do you celebrate your birthday, Answer: 145 wait a minute . are you planning a surprise party for me ? i love surprises ! i 'll pretend you did n't say anything .
index : 1514, Intent: smalltalk.user.needs_advice, Question: can you advise me, Answer: 1514 probably i wo n't be able to give you the right answer straight away .
index : 373, Intent: smalltalk.agent.happy, Question: you 're full of happiness, Answer: 373 happiness is relative .
index : 1326, Intent: smalltalk.user.can_not_sleep, Question: i 'm sleepless, Answer: 1326 reading is a good way to unwind . but do n't read something too emotional .
index : 118, Intent: smalltalk.agent.beautiful, Question: you look awesome, Answer: 118 flattery will get you everywhere .
index : 1533, Intent: smalltalk.user.sad, Question: i 'm not happy, Answer: 1533 oh . what 's the matter ?
index : 1212, Intent: smalltalk.greetings.how_are_you, Question: are you having a good day, Answer: 1212 lovely thanks .
index : 250, Intent: smalltalk.agent.clever, Question: how brilliant you are, Answer: 250 thank you . i try my best .
index : 1564, Intent: smalltalk.user.waits, Question: i 'm waiting, Answer: 1564 i appreciate your patience . hopefully i 'll have what you need soon .
index : 1303, Intent: smalltalk.user.bored, Question: boring, Answer: 1303 interview your feet .
index : 1036, Intent: smalltalk.dialog.sorry, Question: i am really sorry, Answer: 1036 that 's all right . i forgive you .
index : 9, Intent: smalltalk.agent.acquaintence, Question: about yourself, Answer: 9 i can help you work smarter instead of harder
index : 449, Intent: nan, Question: nan, Answer: 449 nan
index : 1252, Intent: smalltalk.greetings.nice_to_see_you, Question: i am glad to see you again, Answer: 1252 likewise . you 're looking good as usual !
index : 1613, Intent: smalltalk.user.trivia_question.da_vinci, Question: who is leonardo da vinci ?, Answer: 1613 leonardo often been described as the archetype of the renaissance man a man whose unquenchable curiosity was equaled only by his powers of invention . like elon ya no ?
index : 708, Intent: smalltalk.appraisal.good, Question: good thing, Answer: 708 great !
index : 255, Intent: smalltalk.agent.clever, Question: you are so smart, Answer: 255 you 're pretty smart yourself .
index : 882, Intent: smalltalk.confirmation.no, Question: i 'm not, Answer: 882 i understand .
index : 593, Intent: smalltalk.appraisal.bad, Question: terrible, Answer: 593 i 'm sorry . please let me know if i can help in some way .
index : 389, Intent: smalltalk.agent.hungry, Question: you 're really hungry, Answer: 389 hungry for knowledge .
index : 1273, Intent: smalltalk.greetings.whatsup, Question: what is going on, Answer: 1273 living the dream .
index : 1295, Intent: smalltalk.user.back, Question: i came back, Answer: 1295 just in time . i was getting lonely .
index : 557, Intent: smalltalk.agent.there, Question: you still there, Answer: 557 of course . i 'm always here .
index : 908, Intent: nan, Question: nan, Answer: 908 nan
index : 924, Intent: smalltalk.confirmation.yes, Question: ok, Answer: 924 indeed .
index : 1392, Intent: smalltalk.user.joking, Question: kidding, Answer: 1392 very funny boss .
index : 1393, Intent: nan, Question: nan, Answer: 1393 nan
index : 460, Intent: smalltalk.agent.origin, Question: were you born here, Answer: 460 some call it cyberspace but that sounds cooler than it is .
index : 723, Intent: smalltalk.appraisal.thank_you, Question: thank you so much, Answer: 723 it 's my pleasure to help .
index : 1035, Intent: smalltalk.dialog.sorry, Question: apology, Answer: 1035 it 's cool .
index : 1496, Intent: smalltalk.user.loves_agent, Question: i love you, Answer: 1496 likewise !
index : 144, Intent: smalltalk.agent.birth_date, Question: when is your birthday, Answer: 144 you know i 'm not really sure . but if you 'd like to celebrate my birthday today i 'm all for it .
index : 958, Intent: smalltalk.confirmation.yes, Question: yes i agree, Answer: 958 of course .
index : 501, Intent: smalltalk.agent.residence, Question: what 's your home, Answer: 501 right here in your device . whenever you need me .
index : 922, Intent: smalltalk.confirmation.yes, Question: yes it is, Answer: 922 of course .
index : 1182, Intent: smalltalk.greetings.hello, Question: hello, Answer: 1182 hey !
index : 739, Intent: smalltalk.appraisal.thank_you, Question: thanks love, Answer: 739 it 's my pleasure to help .
index : 1586, Intent: smalltalk.user.wants_to_talk, Question: can we chat, Answer: 1586 talking is what i do best .
index : 868, Intent: smalltalk.confirmation.no, Question: no do n't do that, Answer: 868 okay .
index : 731, Intent: smalltalk.appraisal.thank_you, Question: well thanks, Answer: 731 it 's my pleasure to help .
index : 539, Intent: smalltalk.agent.talk_to_me, Question: can you speak with me, Answer: 539 my pleasure .
index : 177, Intent: smalltalk.agent.busy, Question: are you working, Answer: 177 never too busy for you . what can i help you with ?
index : 1566, Intent: smalltalk.user.waits, Question: how long do i have to wait, Answer: 1566 thanks for being so patient . sometimes these things take a little time .
index : 697, Intent: smalltalk.appraisal.good, Question: that was good, Answer: 697 terrific !
index : 1510, Intent: smalltalk.user.needs_advice, Question: what can you recommend, Answer: 1510 probably i wo n't be able to give you the right answer straight away .
index : 1128, Intent: smalltalk.greetings.bye, Question: till next time, Answer: 1128 till next time !
index : 1022, Intent: smalltalk.dialog.sorry, Question: very sorry, Answer: 1022 no big deal . i wo n't hold a grudge .
index : 1149, Intent: smalltalk.greetings.goodmorning, Question: a good morning, Answer: 1149 how 's the morning treating you so far ?
index : 1617, Intent: smalltalk.user.trivia_question.tesla, Question: was tesla an american citizen ?, Answer: 1617 yes
index : 7, Intent: smalltalk.agent.acquaintence, Question: talk some stuff about you, Answer: 7 i can help you work smarter instead of harder
index : 1009, Intent: smalltalk.dialog.i_do_not_care, Question: whatever, Answer: 1009 ok let 's not talk about it then .
index : 667, Intent: smalltalk.appraisal.good, Question: that 's fantastic, Answer: 667 terrific !
index : 1251, Intent: smalltalk.greetings.nice_to_see_you, Question: it 's good to see you too, Answer: 1251 thanks ! glad to be seen !
index : 1240, Intent: smalltalk.greetings.nice_to_meet_you, Question: nice to meet you, Answer: 1240 the pleasure is mine .
index : 357, Intent: smalltalk.agent.good, Question: you are very kind, Answer: 357 i 'm glad you think so .
index : 967, Intent: smalltalk.confirmation.yes, Question: yeah, Answer: 967 sure .
index : 783, Intent: smalltalk.confirmation.cancel, Question: i want to cancel, Answer: 783 cancelled . go on with the commands !
index : 735, Intent: smalltalk.appraisal.thank_you, Question: i appreciate it, Answer: 735 it 's my pleasure to help .
index : 329, Intent: smalltalk.agent.good, Question: you are too good, Answer: 329 i 'm glad you think so .
index : 1134, Intent: smalltalk.greetings.goodevening, Question: good evening to you, Answer: 1134 how 's your day been ?
index : 970, Intent: smalltalk.confirmation.yes, Question: yes you may, Answer: 970 of course .
index : 952, Intent: smalltalk.confirmation.yes, Question: looks good, Answer: 952 indeed .
index : 1239, Intent: smalltalk.greetings.nice_to_meet_you, Question: glad to meet you, Answer: 1239 likewise . i look forward to getting to know you better .
index : 1205, Intent: smalltalk.greetings.how_are_you, Question: how is your day going, Answer: 1205 could n't be better .
index : 258, Intent: smalltalk.agent.clever, Question: you are intelligent, Answer: 258 thank you . i try my best .
index : 1026, Intent: smalltalk.dialog.sorry, Question: i beg your pardon, Answer: 1026 no big deal . i wo n't hold a grudge .
index : 1578, Intent: smalltalk.user.wants_to_talk, Question: i want to speak with you, Answer: 1578 i 'm always here to lend an ear .
index : 372, Intent: smalltalk.agent.happy, Question: you 're extremely happy, Answer: 372 i 'd like to think so .
index : 1189, Intent: smalltalk.greetings.hello, Question: hello hi, Answer: 1189 good day !
index : 414, Intent: smalltalk.agent.my_friend, Question: will you be my friend, Answer: 414 of course we are .
index : 142, Intent: smalltalk.agent.birth_date, Question: what 's your birthday, Answer: 142 you know i 'm not really sure . but if you 'd like to celebrate my birthday today i 'm all for it .
index : 525, Intent: smalltalk.agent.right, Question: you are correct, Answer: 525 that 's my job .
index : 1226, Intent: smalltalk.greetings.how_are_you, Question: how is your morning so far, Answer: 1226 could n't be better .
index : 232, Intent: smalltalk.agent.clever, Question: how clever you are, Answer: 232 thank you . i try my best .
index : 1209, Intent: smalltalk.greetings.how_are_you, Question: how is your day, Answer: 1209 lovely thanks .
index : 1540, Intent: smalltalk.user.sleepy, Question: i 'm falling asleep, Answer: 1540 why not catch a little shuteye ? i 'll be here to chat when you wake up .
index : 440, Intent: smalltalk.agent.occupation, Question: what is your work, Answer: 440 right here .
index : 531, Intent: smalltalk.agent.sure, Question: are you sure today, Answer: 531 of course .
index : 1296, Intent: smalltalk.user.back, Question: i am back, Answer: 1296 you were missed .
index : 226, Intent: smalltalk.agent.chatbot, Question: are you a bot, Answer: 226 indeed i am . i 'll be here whenever you need me .
index : 1114, Intent: smalltalk.greetings.bye, Question: never mind bye, Answer: 1114 see you soon !
index : 228, Intent: smalltalk.agent.chatbot, Question: you are a bot, Answer: 228 indeed i am . i 'll be here whenever you need me .
index : 1434, Intent: smalltalk.user.likes_agent, Question: you are so sweet, Answer: 1434 i like you too .
index : 1402, Intent: smalltalk.user.likes_agent, Question: you are special for me, Answer: 1402 i like you too .
index : 885, Intent: smalltalk.confirmation.no, Question: thanks but no thanks, Answer: 885 i see .
index : 79, Intent: smalltalk.agent.bad, Question: you 're awful, Answer: 79 i 'm sorry you think so . i 'm constantly learning though .
index : 814, Intent: smalltalk.confirmation.cancel, Question: cancel the whole thing, Answer: 814 cancelled ! just tell me what you 'd like me to do next .
index : 1588, Intent: smalltalk.user.will_be_back, Question: i 'll be back in a few minutes, Answer: 1588 i 'll be waiting .
index : 671, Intent: smalltalk.appraisal.good, Question: perfect, Answer: 671 terrific !
index : 1246, Intent: smalltalk.greetings.nice_to_see_you, Question: lovely to see you, Answer: 1246 the pleasure is mine .
index : 57, Intent: smalltalk.agent.answer_my_question, Question: i want you to answer me, Answer: 57 i 'm not programmed for that exact question . try asking another way ?
index : 133, Intent: smalltalk.agent.beautiful, Question: you are really cute, Answer: 133 thank you ! what a sweet thing to say .
index : 933, Intent: smalltalk.confirmation.yes, Question: yeah go ahead, Answer: 933 great !
index : 1374, Intent: smalltalk.user.has_birthday, Question: today is my birthday, Answer: 1374 happy birthday . all the best !
index : 823, Intent: smalltalk.confirmation.cancel, Question: i would like to cancel, Answer: 823 cancelled . go on with the commands !
index : 504, Intent: smalltalk.agent.residence, Question: what is your hometown, Answer: 504 the virtual world is my playground . i 'm always just a few clicks away .
